Device,Part Number,Quantity,Ship Date,Order Type,Product Family
8137AM4,IS65WV6416BLL-XDN19-WR,3356,1/5/2015,3,SRAM
N502AY2,IS66WVE4M16ALL-70BLI,803,1/5/2015,3,SRAM
N502AY2,IS66WVE4M16ALL-70BLI,637,1/5/2015,3,SRAM
N502AY2,IS66WVE4M16ALL-70BLI,480,1/5/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI-TR,1000,1/5/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI,270,1/5/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI,178,1/5/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI,99,1/5/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI,53,1/5/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI,750,1/5/2015,3,SRAM
8149AM1,IS64WV25616BLL-10BLA3-TR,5000,1/5/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI-TR,1500,1/5/2015,3,SRAM
8152AM1,IS61WV12816DBLL-10BLI-TR,2500,1/5/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI-TR,6000,1/5/2015,3,SRAM
8146AM1,IS61WV51216BLL-10MLI,440,1/5/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI,65,1/5/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI,1960,1/5/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI-TR,1000,1/5/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI,4835,1/5/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI,312,1/5/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI,624,1/5/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI,2029,1/5/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI,468,1/5/2015,3,SRAM
8149AM1,IS64WV25616BLL-10BLA3-TR,5000,1/5/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI,2688,1/5/2015,3,SRAM
8142AM7,IS61C1024AL-12JLI,1232,1/5/2015,3,SRAM
8149AM1,IS61WV5128BLL-10TLI-TR,2000,1/5/2015,3,SRAM
8149AM6,IS61C5128AS-25QLI-TR,2000,1/5/2015,3,SRAM
8134AM1,IS61LV25616AL-10TLI,136,1/5/2015,3,SRAM
8134AM1,IS61LV25616AL-10TLI,674,1/5/2015,3,SRAM
A017AT4,IS62WV51216BLL-55BLI,2496,1/5/2015,3,SRAM
8166AM1,IS61WV1288EEBLL-10HLI,12324,1/5/2015,3,SRAM
8149AM1,IS61WV5128BLL-10TLI-TR,775,1/5/2015,3,SRAM
8149AM1,IS61WV5128BLL-10TLI-TR,856,1/5/2015,3,SRAM
8149AM1,IS61WV5128BLL-10TLI-TR,5369,1/5/2015,3,SRAM
A012AT2,IS62WV12816BLL-55BLI,1920,1/5/2015,3,SRAM
8146AM1,IS61WV102416BLL-10MLI,440,1/5/2015,3,SRAM
A015AT1,IS62WV5128BLL-55HLI,3085,1/5/2015,3,SRAM
A015AT1,IS62WV5128BLL-55HLI,1361,1/5/2015,3,SRAM
N503AY1,IS66WV51216DBLL-55TLI,405,1/5/2015,3,SRAM
N503AY1,IS66WV51216DBLL-55TLI,6615,1/5/2015,3,SRAM
8146AM1,IS61WV102416ALL-20TLI,166,1/5/2015,3,SRAM
8146AM1,IS61WV102416ALL-20TLI,122,1/5/2015,3,SRAM
8130AWB,IS63LV1024L-10HL,913,1/5/2015,3,SRAM
8130AWB,IS63LV1024L-10HL,1247,1/5/2015,3,SRAM
8143AM4,IS61LV256AL-10TLI,1350,1/5/2015,3,SRAM
8130AWB,IS63LV1024L-10HL,2160,1/5/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI,135,1/5/2015,3,SRAM
8146AM1,IS61WV51216BLL-10TLI,135,1/5/2015,3,SRAM
8137AM3,IS62WV1288BLL-55HLI,1440,1/5/2015,3,SRAM
8130AWB,IS63LV1024L-10HL,1080,1/5/2015,3,SRAM
8146AM1,IS61WV51216BLL-10MLI,220,1/5/2015,3,SRAM
N502AY1,IS67WVE4M16BLL-70BLA1-TR,5000,1/5/2015,3,SRAM
N503AY1,IS66WV1M16DBLL-70BLI,480,1/5/2015,3,SRAM
A015AT1,IS62WV5128BLL-55T2LI-TR,673,1/5/2015,3,SRAM
A015AT1,IS62WV5128BLL-55T2LI-TR,327,1/5/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI,58,1/5/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI,88,1/5/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI,526,1/5/2015,3,SRAM
N503AY1,IS66WV51216DBLL-55TLI,405,1/5/2015,3,SRAM
8130AWL,IS64LV6416L-12BA3-TR,537,1/5/2015,3,SRAM
8130AWL,IS64LV6416L-12BA3-TR,1963,1/5/2015,3,SRAM
N503AY1,IS66WV51216DBLL-55TLI-TR,1000,1/5/2015,3,SRAM
8152AM1,IS61WV12816DBLL-10TLI-TR,1000,1/5/2015,3,SRAM
8143AM6,IS61C256AL-12JLI-TR,1000,1/5/2015,3,SRAM
8142AM5,IS63WV1024BLL-12BLI-TR,5000,1/5/2015,3,SRAM
8130AWL,IS61LV6416-10TLI-TR,1000,1/5/2015,3,SRAM
8146AM1,IS61WV102416BLL-10MLI,34,1/5/2015,3,SRAM
8158AC6,IS62WV25616DBLL-45TLI,135,1/5/2015,3,SRAM
8153AM2,IS62WV10248DBLL-55TLI,614,1/5/2015,3,SRAM
8153AM2,IS62WV10248DBLL-55TLI,1411,1/5/2015,3,SRAM
8160AH1,IS62WV12816DBLL-45TLI-TR,50000,1/5/2015,3,SRAM
8146AM1,IS61WV51216BLL-10TLI,1080,1/5/2015,3,SRAM
8152AM1,IS61WV12816DBLL-10TLI,102,1/5/2015,3,SRAM
8152AM1,IS61WV12816DBLL-10TLI,1383,1/5/2015,3,SRAM
8159AM1,IS61WV25616EDBLL-10TLI,10,1/5/2015,5,SRAM
8146AM1,IS61WV51216BLL-10TLI,1350,1/5/2015,3,SRAM
8166AM1,IS61WV1288EEBLL-10HLI,90,1/5/2015,3,SRAM
8132AM1,IS61LV12816L-10TLI-TR,2000,1/5/2015,3,SRAM
8142AM6,IS61C6416AL-12TLI,2970,1/5/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI-TR,1500,1/5/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI-TR,1500,1/5/2015,3,SRAM
A012AT1,IS62WV2568BLL-55HLI-TR,2202,1/5/2015,3,SRAM
A012AT1,IS62WV2568BLL-55HLI-TR,1798,1/5/2015,3,SRAM
A012AT2,IS62WV12816BLL-55BLI-TR,2500,1/5/2015,3,SRAM
A012AT2,IS62WV12816BLL-55BLI-TR,1726,1/5/2015,3,SRAM
A012AT2,IS62WV12816BLL-55BLI-TR,3274,1/5/2015,3,SRAM
A012AT2,IS62WV12816BLL-55BLI-TR,1963,1/5/2015,3,SRAM
A012AT2,IS62WV12816BLL-55BLI-TR,145,1/5/2015,3,SRAM
A012AT2,IS62WV12816BLL-55BLI-TR,2892,1/5/2015,3,SRAM
8142AM7,IS61C1024AL-12KLI,3000,1/5/2015,3,SRAM
N502AY1,IS67WVE4M16BLL-70BLA1,1200,1/5/2015,3,SRAM
N502AY1,IS67WVE4M16BLL-70BLA1,200,1/5/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI-TR,272,1/5/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI-TR,694,1/5/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI-TR,145,1/5/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI-TR,2370,1/5/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI-TR,519,1/5/2015,3,SRAM
A015AT1,IS62WV5128BLL-55HLI-TR,399,1/5/2015,3,SRAM
A015AT1,IS62WV5128BLL-55HLI-TR,3601,1/5/2015,3,SRAM
A015AT1,IS62WV5128BLL-55HLI-TR,3394,1/5/2015,3,SRAM
A015AT1,IS62WV5128BLL-55HLI-TR,606,1/5/2015,3,SRAM
8142AM5,IS63WV1024BLL-12HLI,284,1/5/2015,3,SRAM
8142AM5,IS63WV1024BLL-12HLI,184,1/5/2015,3,SRAM
8146AM1,IS61WV51232BLL-10BLI,10,1/5/2015,5,SRAM
A012AT2,IS62WV12816BLL-55TLI,1908,1/5/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI,792,1/5/2015,3,SRAM
A012AT1,IS62WV2568BLL-45TLI,3000,1/5/2015,3,SRAM
A012AT1,IS62WV2568BLL-55TLI,3000,1/5/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,9000,1/5/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,1000,1/5/2015,3,SRAM
8143AM2,IS62LV256AL-45TLI,404,1/6/2015,3,SRAM
8134AM2,IS61LV5128AL-10KLI,2603,1/6/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI-TR,1000,1/6/2015,3,SRAM
8158AC6,IS62WV25616DBLL-45TLI,20,1/6/2015,3,SRAM
8143AM5,IS62C256AL-45ULI,625,1/6/2015,3,SRAM
8149AM1,IS61WV5128BLL-10TLI,1080,1/6/2015,3,SRAM
8153AM1,IS62C10248AL-55TLI,46,1/6/2015,3,SRAM
8159AM1,IS61WV25616EDBLL-10TLI,270,1/6/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3,135,1/6/2015,3,SRAM
N503AY1,IS66WV51216DBLL-55TLI,-11640,1/6/2015,3,SRAM
N503AY1,IS66WV51216DBLL-55TLI,-884,1/6/2015,3,SRAM
N503AY1,IS66WV51216DBLL-55TLI,-1050,1/6/2015,3,SRAM
N503AY1,IS66WV51216DBLL-55TLI,-8569,1/6/2015,3,SRAM
N503AY1,IS66WV51216DBLL-55TLI,-8537,1/6/2015,3,SRAM
8134AM1,IS61LV25616AL-10TL,540,1/6/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI-TR,1500,1/6/2015,3,SRAM
A017AT4,IS62WV51216BLL-55BLI-TR,2500,1/6/2015,3,SRAM
8132AM1,IS61LV12816L-10TLI-TR,2000,1/6/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI,2430,1/6/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI,2000,1/6/2015,3,SRAM
8137AM3,IS62WV1288BLL-55TLI,10140,1/6/2015,3,SRAM
8159AM1,IS61WV25616EDBLL-10TLI,10,1/6/2015,5,SRAM
A015AT1,IS62WV5128BLL-55HLI-TR,355,1/6/2015,3,SRAM
A015AT1,IS62WV5128BLL-55HLI-TR,5645,1/6/2015,3,SRAM
8142AM7,IS61C1024AL-12KLI-TR,800,1/6/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI-TR,1000,1/6/2015,3,SRAM
8163AM1,IS61WV51216EDBLL-10BLI,849,1/6/2015,3,SRAM
8159AM1,IS61WV25616EDBLL-8TLI,540,1/6/2015,3,SRAM
8159AM1,IS61WV5128EDBLL-10TLI,1000,1/6/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI-TR,1000,1/6/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,135,1/6/2015,3,SRAM
8134AM1,IS61LV25616AL-10TL-TR,1000,1/6/2015,3,SRAM
8157AC4,IS62WV1288DBLL-45TLI,900,1/6/2015,3,SRAM
8143AM6,IS61C256AL-12TLI,936,1/6/2015,3,SRAM
8142AM6,IS61C6416AL-12TLI-TR,3000,1/6/2015,3,SRAM
A015AT1,IS62WV5128BLL-55BLI,10,1/6/2015,5,SRAM
8156AM1,IS61WV6416DBLL-10TLI,106,1/6/2015,3,SRAM
8156AM1,IS61WV6416DBLL-10TLI,299,1/6/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI-TR,350,1/6/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI-TR,350,1/6/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI-TR,1300,1/6/2015,3,SRAM
8143AM6,IS61C256AL-12JLI,1110,1/6/2015,3,SRAM
8143AM6,IS61C256AL-12JLI,90,1/6/2015,3,SRAM
8134AM2,IS61LV5128AL-10TLI,100,1/6/2015,3,SRAM
8142AM7,IS65C1024AL-45QLA3-TR,1000,1/6/2015,3,SRAM
8142AM4,IS64WV6416BLL-15BLA3-TR,7500,1/6/2015,3,SRAM
8152AM1,IS61WV12816DBLL-10BLI-TR,5000,1/6/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI-TR,3000,1/7/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI,191,1/7/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI,769,1/7/2015,3,SRAM
8143AM4,IS61LV256AL-10TLI-TR,2000,1/7/2015,3,SRAM
8142AM7,IS61C1024AL-12KLI,-2,1/7/2015,3,SRAM
8142AM7,IS61C1024AL-12KLI,-2,1/7/2015,3,SRAM
8142AM7,IS61C1024AL-12TLI-TR,1500,1/7/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI-TR,5000,1/7/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,928,1/7/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,1072,1/7/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI-TR,1000,1/7/2015,3,SRAM
8156AM1,IS61WV6416DBLL-10TLI,1350,1/7/2015,3,SRAM
8143AM4,IS61LV256AL-10TLI,6355,1/7/2015,3,SRAM
8143AM4,IS61LV256AL-10TLI,5345,1/7/2015,3,SRAM
N502AY1,IS66WVE4M16BLL-70BLI,-1,1/7/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI,9000,1/7/2015,3,SRAM
8142AM7,IS61C1024AL-12JLI,440,1/7/2015,3,SRAM
8142AM4,IS64WV6416BLL-15TLA3-TR,1000,1/7/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,1000,1/7/2015,3,SRAM
N507AP1,IS66WV1M16EBLL-55BLI,20,1/7/2015,5,SRAM
8149AM1,IS61WV5128BLL-10TLI-TR,3000,1/7/2015,3,SRAM
8137AM3,IS62WV1288BLL-55QLI,100,1/7/2015,3,SRAM
8137AM3,IS62WV1288BLL-55TLI,5000,1/7/2015,3,SRAM
8158AC6,IS62WV25616DBLL-45TLI,540,1/8/2015,3,SRAM
8165AM1,IS62WV102416EBLL-45BLI,5,1/8/2015,5,SRAM
8158AC6,IS62WV25616DBLL-45TLI,318,1/8/2015,3,SRAM
8158AC6,IS62WV25616DBLL-45TLI,52,1/8/2015,3,SRAM
8163AM1,IS61WV10248EDBLL-10TLI,810,1/8/2015,3,SRAM
8130AWL,IS61LV6416-10TL,135,1/8/2015,3,SRAM
8146AM1,IS61WV51216BLL-10TLI,270,1/8/2015,3,SRAM
8137AM4,IS62WV6416BLL-55BLI,10,1/8/2015,5,SRAM
8132AM1,IS61LV12816L-10TLI-TR,4000,1/8/2015,3,SRAM
8163AM1,IS61WV51216EDBLL-10TLI,5,1/8/2015,5,SRAM
8149AM1,IS61WV25616BLL-10TLI,2700,1/8/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI-TR,1000,1/8/2015,3,SRAM
A012AT2,IS62WV12816BLL-55BLI,2680,1/8/2015,3,SRAM
A012AT2,IS62WV12816BLL-55BLI,200,1/8/2015,3,SRAM
8166AM1,IS61WV1288EEBLL-10HLI,10,1/8/2015,5,SRAM
8142AM7,IS62C1024AL-35TLI,10,1/8/2015,5,SRAM
8134AM1,IS61LV25616AL-10TL,442,1/8/2015,3,SRAM
8134AM1,IS61LV25616AL-10TL,13058,1/8/2015,3,SRAM
8152AM1,IS61WV12816DBLL-10TLI,2700,1/8/2015,3,SRAM
A015AT2,IS62WV25616BLL-55BI-TR,1680,1/8/2015,3,SRAM
A015AT2,IS62WV25616BLL-55BI-TR,820,1/8/2015,3,SRAM
8142AM4,IS61WV6416BLL-12TLI,1350,1/8/2015,3,SRAM
8146AM1,IS61WV51216BLL-10MLI,660,1/8/2015,3,SRAM
8149AM4,IS61C25616AS-25TLI-TR,2000,1/8/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI-TR,1000,1/8/2015,3,SRAM
8159AM1,IS61WV5128EDBLL-10TLI,515,1/8/2015,3,SRAM
8159AM1,IS61WV5128EDBLL-10TLI,2185,1/8/2015,3,SRAM
8143AM4,IS61LV256AL-10TLI,1000,1/8/2015,3,SRAM
8143AM4,IS61LV256AL-10TLI,5000,1/8/2015,3,SRAM
N502AY1,IS66WVE4M16BLL-70BLI,480,1/8/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,135,1/8/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,1080,1/8/2015,3,SRAM
8146AM1,IS61WV102416BLL-10MLI,440,1/8/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI,96,1/8/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI-TR,1000,1/8/2015,3,SRAM
8157AC4,IS62WV1288DBLL-45TLI,567,1/8/2015,3,SRAM
8157AC4,IS62WV1288DBLL-45TLI,993,1/8/2015,3,SRAM
N502AY1,IS66WVE4M16BLL-70BLI,143,1/8/2015,3,SRAM
N502AY1,IS66WVE4M16BLL-70BLI,124,1/8/2015,3,SRAM
N502AY1,IS66WVE4M16BLL-70BLI,2133,1/8/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI-TR,1000,1/8/2015,3,SRAM
8142AM5,IS63WV1024BLL-12TLI,1053,1/8/2015,3,SRAM
8146AM1,IS61WV51216BLL-10TLI-TR,1000,1/8/2015,3,SRAM
8137AM3,IS62WV1288BLL-55HLI,407,1/8/2015,3,SRAM
8137AM3,IS62WV1288BLL-55HLI,529,1/8/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI,4606,1/8/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI,1250,1/8/2015,3,SRAM
8137AM4,IS62WV6416BLL-55BLI-TR,2500,1/8/2015,3,SRAM
8137AM4,IS62WV6416BLL-55BLI-TR,5000,1/8/2015,3,SRAM
8132AM1,IS61LV12816L-10TLI-TR,3897,1/8/2015,3,SRAM
8132AM1,IS61LV12816L-10TLI-TR,103,1/8/2015,3,SRAM
N502AY2,IS66WVE4M16ALL-70BLI,960,1/9/2015,3,SRAM
8142AM7,IS61C1024AL-12TLI,1248,1/9/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI,1015,1/9/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI,605,1/9/2015,3,SRAM
8132AM1,IS61LV12816L-10TL,135,1/9/2015,3,SRAM
8146AM1,IS61WV51216BLL-10MLI,40,1/9/2015,3,SRAM
8146AM1,IS61WV51216BLL-10MLI,220,1/9/2015,3,SRAM
8130AWL,IS61LV6416-10KLI-TR,800,1/9/2015,3,SRAM
8130AWL,IS61LV6416-10KLI-TR,2400,1/9/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI,1560,1/9/2015,3,SRAM
8130AWL,IS61LV6416-10TL,1620,1/9/2015,3,SRAM
8130AWL,IS61LV6416-10TL,1215,1/9/2015,3,SRAM
8130AWB,IS63LV1024L-10KLI-TR,800,1/9/2015,3,SRAM
8146AM1,IS61WV51216BLL-10MLI,220,1/9/2015,3,SRAM
N502AY2,IS66WVE4M16ALL-70BLI,480,1/9/2015,3,SRAM
8130AWB,IS63LV1024L-10KLI-TR,800,1/9/2015,3,SRAM
A017AT2,IS62WV51216BLL-55TLI,3105,1/9/2015,3,SRAM
8149AM1,IS64WV25616BLL-10BLA3-TR,3189,1/9/2015,3,SRAM
8149AM1,IS64WV25616BLL-10BLA3-TR,6811,1/9/2015,3,SRAM
8149AM1,IS61WV25616BLL-10BLI,871,1/9/2015,3,SRAM
8149AM1,IS61WV25616BLL-10BLI,89,1/9/2015,3,SRAM
A015AT1,IS62WV5128BLL-55HLI,1982,1/9/2015,3,SRAM
A015AT1,IS62WV5128BLL-55HLI,1294,1/9/2015,3,SRAM
8146AM1,IS61WV102416BLL-10MLI,172,1/9/2015,3,SRAM
8146AM1,IS61WV102416BLL-10MLI,268,1/9/2015,3,SRAM
8130AWL,IS61LV6416-8TL-TR,1000,1/9/2015,3,SRAM
8160AH1,IS62WV12816DBLL-45TLI,20,1/9/2015,5,SRAM
8143AM5,IS62C256AL-45ULI,960,1/9/2015,3,SRAM
8142AM7,IS61C1024AL-12JLI,572,1/9/2015,3,SRAM
N502AY1,IS66WVE4M16BLL-70BLI,480,1/9/2015,3,SRAM
8132AM1,IS61LV12816L-10TLI-TR,5000,1/9/2015,3,SRAM
8152AM1,IS64WV12816DBLL-12CTLA3-TR,4000,1/9/2015,3,SRAM
N505AY1,IS66WVE2M16DBLL-70BLI,178,1/9/2015,3,SRAM
N505AY1,IS66WVE2M16DBLL-70BLI,302,1/9/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI,2430,1/9/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI,480,1/9/2015,3,SRAM
8146AM1,IS61WV102416BLL-10MLI,220,1/9/2015,3,SRAM
A015AT1,IS62WV5128BLL-55HLI,191,1/9/2015,3,SRAM
8157AC4,IS62WV1288DBLL-45BLI,510,1/9/2015,3,SRAM
8157AC4,IS62WV1288DBLL-45BLI,5250,1/9/2015,3,SRAM
8157AC4,IS62WV1288DBLL-45BLI,10560,1/9/2015,3,SRAM
8142AM4,IS64WV6416BLL-15BLA3,1440,1/9/2015,3,SRAM
8149AM3,IS61C5128AL-10KLI,95,1/9/2015,3,SRAM
8149AM1,IS64WV25616BLL-10BLA3,520,1/9/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,5400,1/9/2015,3,SRAM
A015AT2,IS62WV25616BLL-55TLI,3240,1/9/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,500,1/9/2015,3,SRAM
8134AM1,IS61LV25616AL-10TL,8100,1/9/2015,3,SRAM
8137AM3,IS62WV1288BLL-55TLI,1560,1/9/2015,3,SRAM
8146AM1,IS61WV51216BLL-10TLI,1350,1/9/2015,3,SRAM
A012AT1,IS62WV2568BLL-55HLI,2258,1/9/2015,3,SRAM
A012AT1,IS62WV2568BLL-55HLI,82,1/9/2015,3,SRAM
8112AW,IS61LV12824-10TQLI,1000,1/9/2015,3,SRAM
8142AM7,IS62C1024AL-35QLI,100,1/9/2015,3,SRAM
8142AM4,IS64WV6416BLL-15TLA3-TR,770,1/9/2015,3,SRAM
8142AM4,IS64WV6416BLL-15TLA3-TR,230,1/9/2015,3,SRAM
8152AM1,IS64WV12816DBLL-12CTLA3-TR,1000,1/9/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI-TR,1116,1/9/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI-TR,384,1/9/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI-TR,1500,1/9/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI-TR,1500,1/9/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI-TR,3000,1/9/2015,3,SRAM
8146AM1,IS61WV51232BLL-10BLI,101,1/9/2015,3,SRAM
8146AM1,IS61WV51232BLL-10BLI,139,1/9/2015,3,SRAM
8137AM4,IS62WV6416BLL-55BLI,1440,1/9/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI-TR,2000,1/9/2015,3,SRAM
A012AT2,IS62WV12816BLL-55TLI-TR,2000,1/9/2015,3,SRAM
8146AM1,IS61WV10248BLL-10TLI,135,1/9/2015,3,SRAM
8146AM1,IS61WV10248BLL-10TLI,135,1/9/2015,3,SRAM
8146AM1,IS61WV51216BLL-10TLI,108,1/9/2015,3,SRAM
8146AM1,IS61WV51216BLL-10TLI,432,1/9/2015,3,SRAM
8158AC6,IS62WV25616DBLL-45TLI,540,1/9/2015,3,SRAM
8158AC6,IS62WV25616DBLL-45TLI,405,1/9/2015,3,SRAM
A012AT2,IS62WV12816BLL-55B2LI,480,1/9/2015,3,SRAM
8142AM4,IS64WV6416BLL-15TLA3-TR,1000,1/9/2015,3,SRAM
8146AM1,IS61WV102416BLL-10TLI,576,1/9/2015,3,SRAM
8142AM4,IS64WV6416BLL-15TLA3-TR,4813,1/9/2015,3,SRAM
8142AM4,IS64WV6416BLL-15TLA3-TR,187,1/9/2015,3,SRAM
8137AM2,IS64LV6416AL-20CTLA3-TR,1000,1/9/2015,3,SRAM
8146AM1,IS61WV51216BLL-10TLI-TR,2000,1/9/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,3000,1/9/2015,3,SRAM
8149AM1,IS64WV25616BLL-10CTLA3-TR,1000,1/12/2015,3,SRAM
8137AM2,IS64LV6416AL-20CTLA3-TR,5000,1/12/2015,3,SRAM
8158AC6,IS62WV25616DBLL-45TLI,250,1/12/2015,3,SRAM
8149AM1,IS61WV5128BLL-10KLI,800,1/12/2015,3,SRAM
8157AC4,IS62WV1288DBLL-45HLI,1350,1/12/2015,3,SRAM
8146AM1,IS61WV10248BLL-10TLI,810,1/12/2015,3,SRAM
8132AM2,IS61LV2568L-10TL,5400,1/12/2015,3,SRAM
8159AM1,IS64WV25616EDBLL-10CTLA3,500,1/12/2015,3,SRAM
8163AM1,IS61WV10248EDBLL-10TLI,10,1/12/2015,5,SRAM
N502AY1,IS67WVE4M16BLL-70BLA1-TR,3769,1/12/2015,3,SRAM
N502AY1,IS67WVE4M16BLL-70BLA1-TR,3024,1/12/2015,3,SRAM
N502AY1,IS67WVE4M16BLL-70BLA1-TR,6616,1/12/2015,3,SRAM
N502AY1,IS67WVE4M16BLL-70BLA1-TR,4091,1/12/2015,3,SRAM
N503AY1,IS66WV51216DBLL-70BLI,960,1/12/2015,3,SRAM
N507AP1,IS66WV51216EBLL-55BLI,20,1/12/2015,5,SRAM
8142AM4,IS64WV6416BLL-15TLA3-TR,2000,1/12/2015,3,SRAM
8152AM1,IS64WV12816DBLL-12CTLA3-TR,9984,1/12/2015,3,SRAM
8152AM1,IS64WV12816DBLL-12CTLA3-TR,2016,1/12/2015,3,SRAM
8142AM4,IS64WV6416BLL-15TLA3-TR,2000,1/12/2015,3,SRAM
8152AM1,IS64WV12816DBLL-12CTLA3-TR,260,1/12/2015,3,SRAM
8152AM1,IS64WV12816DBLL-12CTLA3-TR,740,1/12/2015,3,SRAM
A012AT1,IS62WV2568BLL-55BLI,60,1/12/2015,3,SRAM
A012AT1,IS62WV2568BLL-55BLI,505,1/12/2015,3,SRAM
A012AT1,IS62WV2568BLL-55BLI,455,1/12/2015,3,SRAM
A012AT1,IS62WV2568BLL-55BLI,960,1/12/2015,3,SRAM
A015AT1,IS62WV5128BLL-55TLI,780,1/12/2015,3,SRAM
8142AM7,IS62C1024AL-35TLI,1092,1/12/2015,3,SRAM
8142AM7,IS61C1024AL-12TLI,312,1/12/2015,3,SRAM
8152AM1,IS61WV12816DBLL-10TLI,1103,1/12/2015,3,SRAM
8152AM1,IS61WV12816DBLL-10TLI,247,1/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,350,1/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,671,1/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,666,1/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,50,1/12/2015,3,SRAM
8149AM1,IS61WV25616BLL-10TLI,13383,1/12/2015,3,SRAM
8159AM1,IS61WV25616EDBLL-10TLI,5130,1/12/2015,3,SRAM
8157AC4,IS62WV1288DBLL-45BLI,3892,1/12/2015,3,SRAM
8157AC4,IS62WV1288DBLL-45BLI,1388,1/12/2015,3,SRAM
8157AC4,IS62WV1288DBLL-45BLI,7200,1/12/2015,3,SRAM
